"Label: Accident Was Injured: Yes Incident Date: 28 June 2025 Person Involved: Rowan Pearson Location: Dry Dock 2 Injury Description: Eye irritation from chemical fumes Department: Security Reporter Name: Harper Lewis Incident Description: grinder malfunction caused a steel beam to drop, injuring the operator. Incident Time: 21:21"
"Label: Accident Incident Description: grinder malfunction caused electrical fire, injuring two workers. Department: IT Incident Time: 21:15 Person Involved: Jordan Holmes Injury Description: Heat exhaustion from prolonged outdoor work Incident Date: 13 September 2024 Was Injured: Yes Location: Electrical Bay Reporter Name: Sydney Graham"
Incident Date: 10 September 2024 Reporter Name: Jesse Clark Was Injured: Yes Person Involved: Avery Kennedy Location: Office - Admin Block Department: Environmental Services Injury Description: Fractured ankle due to fall from scaffolding Incident Time: 06:41 Incident Description: Exposure to asbestos led to concussion. Label: Accident
"Incident Time: 10:50 Was Injured: Yes Department: Customer Service Label: Accident Incident Date: 14 January 2025 Reporter Name: Emerson Mitchell Injury Description: Chemical burn from solvent exposure Incident Description: Worker fell from ladder while welding, resulting in burns. Person Involved: Spencer Foster Location: Main Gate Security"
"Incident Date: 10 November 2024 Reporter Name: Elliot Payne Department: Finance Location: Reception Area Label: Accident Incident Description: Worker fell from scaffolding while painting, resulting in burns. Person Involved: Kai Lewis Injury Description: Smoke inhalation from fire in electrical bay Was Injured: Yes Incident Time: 07:51"
"Was Injured: Yes Incident Time: 17:45 Person Involved: Reese Lee Reporter Name: Morgan Bailey Department: Dockyard Operations Incident Description: forklift malfunction caused a fuel leak, injuring the operator. Location: Dry Dock 1 Injury Description: Eye irritation from chemical fumes Incident Date: 19 May 2025 Label: Accident"
Location: Dockyard North Incident Description: Exposure to high-voltage wiring led to concussion. Incident Time: 20:47 Department: Fleet Management Injury Description: Smoke inhalation from fire in electrical bay Reporter Name: Alex Robinson Was Injured: Yes Label: Accident Person Involved: Finley Foster Incident Date: 08 February 2024
"Label: Accident Incident Description: Worker fell from scaffolding while repairing the hull, resulting in burns. Was Injured: Yes Person Involved: Emerson Kennedy Incident Time: 04:20 Department: Engineering Incident Date: 29 April 2024 Reporter Name: Drew Clark Location: Reception Area Injury Description: Smoke inhalation from fire in electrical bay"
Reporter Name: Rowan West Person Involved: Kai Foster Location: Paint Shop Incident Description: Exposure to toxic fumes led to burns. Department: Operations Incident Date: 13 July 2025 Label: Accident Was Injured: Yes Injury Description: Fractured wrist from fall on wet surface Incident Time: 01:10
Location: Dockyard North Label: Accident Was Injured: Yes Incident Date: 25 May 2025 Person Involved: Peyton West Incident Description: Exposure to toxic fumes led to concussion. Incident Time: 19:48 Department: Health & Safety Injury Description: Compressed air injury during maintenance Reporter Name: Chris Murray
Label: Accident Incident Date: 13 January 2024 Location: Dockyard North Incident Description: Exposure to high-voltage wiring led to a fractured leg. Reporter Name: Frankie Pearson Injury Description: Crush injury to hand from hydraulic press Person Involved: Charlie Reed Incident Time: 07:42 Was Injured: Yes Department: IT
Was Injured: Yes Injury Description: Foreign object in eye from grinding debris Person Involved: Frankie Smith Incident Time: 09:40 Reporter Name: Alex Lee Incident Date: 15 December 2024 Label: Accident Incident Description: Exposure to asbestos led to concussion. Department: Communications Location: Dockyard North
"Incident Date: 11 March 2024 Incident Description: Worker fell from ship deck while welding, resulting in burns. Department: HR Incident Time: 15:38 Label: Accident Location: Paint Shop Was Injured: Yes Injury Description: Hearing damage from loud machinery Reporter Name: Jordan Clark Person Involved: Elliot Payne"
"Department: Engineering Reporter Name: Quinn Mitchell Location: Warehouse B Person Involved: Reese Bailey Was Injured: Yes Incident Time: 13:32 Incident Description: Worker fell from ship deck while painting, resulting in a fractured leg. Label: Accident Incident Date: 13 December 2024 Injury Description: Eye irritation from chemical fumes"
Incident Date: 26 September 2024 Incident Time: 01:52 Department: Operations Person Involved: Avery West Location: Main Gate Security Reporter Name: Sawyer Robinson Was Injured: Yes Incident Description: Exposure to asbestos led to a fractured leg. Label: Accident Injury Description: Burn from hot welding equipment
"Location: Dockyard North Incident Date: 27 March 2025 Incident Time: 01:38 Reporter Name: Dakota Bailey Incident Description: Worker fell from ship deck while welding, resulting in a fractured leg. Department: Operations Was Injured: Yes Person Involved: Charlie Reed Injury Description: Smoke inhalation from fire in electrical bay Label: Accident"
Incident Time: 12:27 Label: Accident Location: Electrical Bay Was Injured: Yes Department: Engineering Person Involved: Casey Payne Injury Description: Concussion from falling object Incident Description: Exposure to high-voltage wiring led to a fractured leg. Reporter Name: Finley Murray Incident Date: 14 April 2025
"Was Injured: Yes Person Involved: Chris Holmes Incident Time: 11:42 Location: Reception Area Incident Date: 05 August 2024 Injury Description: Concussion from falling object Department: HR Reporter Name: Reese Morgan Label: Accident Incident Description: crane malfunction caused a fuel leak, injuring a contractor."
"Incident Date: 13 December 2024 Department: IT Incident Time: 05:47 Location: Shipyard Pier Was Injured: Yes Incident Description: grinder malfunction caused a fuel leak, injuring a contractor. Reporter Name: Casey Graham Person Involved: Quinn Walker Label: Accident Injury Description: Heat exhaustion from prolonged outdoor work"
"Label: Accident Incident Time: 03:51 Was Injured: Yes Person Involved: Jamie Lewis Incident Description: Worker fell from ladder while welding, resulting in concussion. Department: Communications Reporter Name: Alex Payne Injury Description: Foreign object in eye from grinding debris Location: Dry Dock 2 Incident Date: 05 April 2024"
"Label: Accident Person Involved: Sawyer Parker Incident Time: 23:56 Incident Description: Worker fell from ship deck while repairing the hull, resulting in a fractured leg. Location: Maintenance Shed Was Injured: Yes Incident Date: 11 October 2024 Reporter Name: Kai Reed Injury Description: Eye irritation from chemical fumes Department: IT"
Person Involved: Rowan Murphy Injury Description: Dislocated shoulder during equipment maintenance Reporter Name: Spencer Lee Was Injured: Yes Location: Reception Area Incident Date: 08 December 2024 Label: Accident Incident Time: 11:54 Incident Description: Exposure to high-voltage wiring led to concussion. Department: Warehouse
Incident Description: Exposure to high-voltage wiring led to burns. Label: Accident Injury Description: Fractured ankle due to fall from scaffolding Location: Dockyard North Person Involved: Rowan Lee Was Injured: Yes Incident Time: 07:17 Department: Communications Incident Date: 09 January 2024 Reporter Name: Skyler Cooper
"Incident Time: 15:53 Label: Accident Incident Date: 19 February 2025 Injury Description: Laceration from sharp metal panel Reporter Name: Spencer West Person Involved: Blake Lee Location: Tool Crib Was Injured: Yes Department: IT Incident Description: Worker fell from scaffolding while welding, resulting in a fractured leg."
"Incident Description: forklift malfunction caused a steel beam to drop, injuring a contractor. Label: Accident Incident Date: 06 May 2025 Reporter Name: Quinn Mitchell Department: Research & Development Was Injured: Yes Injury Description: Puncture wound from misplaced tool Person Involved: Dakota Smith Location: Dry Dock 1 Incident Time: 04:10"
Person Involved: Kai Sullivan Incident Time: 21:45 Injury Description: Hearing damage from loud machinery Label: Accident Reporter Name: Drew Hughes Department: IT Location: Fleet Garage Incident Date: 14 April 2024 Was Injured: Yes Incident Description: Exposure to high-voltage wiring led to concussion.
"Department: Security Incident Time: 15:44 Person Involved: Cameron Reed Injury Description: Severe abrasion from slip on deck Label: Accident Was Injured: Yes Reporter Name: Quinn Bailey Incident Description: grinder malfunction caused a steel beam to drop, injuring a contractor. Incident Date: 10 July 2024 Location: Warehouse A"
"Was Injured: Yes Incident Time: 10:53 Reporter Name: Drew Pearson Incident Date: 29 July 2024 Label: Accident Location: Cafeteria Incident Description: grinder malfunction caused a steel beam to drop, injuring a contractor. Department: Operations Person Involved: Logan Murray Injury Description: Foreign object in eye from grinding debris"
"Incident Time: 22:48 Reporter Name: Alex Pearson Location: Dry Dock 1 Department: Finance Incident Date: 07 June 2025 Label: Accident Injury Description: Concussion from falling object Person Involved: Casey Clark Incident Description: forklift malfunction caused a fuel leak, injuring two workers. Was Injured: Yes"
Location: Maintenance Shed Injury Description: Concussion from falling object Reporter Name: Reese Pearson Label: Accident Person Involved: Emerson Murphy Department: Security Incident Time: 00:57 Incident Description: Exposure to toxic fumes led to a fractured leg. Was Injured: Yes Incident Date: 28 September 2024
"Injury Description: Fractured wrist from fall on wet surface Department: Dockyard Operations Incident Date: 23 August 2024 Incident Description: crane malfunction caused a fuel leak, injuring a contractor. Label: Accident Was Injured: Yes Incident Time: 10:25 Reporter Name: Charlie Walker Person Involved: Jamie Bennett Location: Paint Shop"
"Incident Description: Worker fell from ladder while painting, resulting in concussion. Incident Date: 18 August 2025 Location: Main Gate Security Department: Research & Development Reporter Name: Jamie Brown Injury Description: Heat exhaustion from prolonged outdoor work Label: Accident Incident Time: 12:05 Person Involved: Morgan Sullivan Was Injured: Yes"
Injury Description: Foreign object in eye from grinding debris Was Injured: Yes Person Involved: Chris Fisher Incident Time: 00:06 Department: Facilities Reporter Name: Blake Ward Location: Electrical Bay Label: Accident Incident Description: Exposure to asbestos led to a fractured leg. Incident Date: 06 April 2025
"Label: Accident Incident Time: 06:15 Incident Description: forklift malfunction caused electrical fire, injuring a contractor. Was Injured: Yes Reporter Name: Sawyer Pearson Location: Electrical Bay Person Involved: Chris Brown Incident Date: 06 January 2025 Department: Dockyard Operations Injury Description: Eye irritation from chemical fumes"
Incident Description: Exposure to toxic fumes led to burns. Injury Description: Crush injury to hand from hydraulic press Incident Date: 05 June 2025 Was Injured: Yes Department: Operations Reporter Name: Logan Pearson Incident Time: 23:53 Label: Accident Location: Fuel Depot Person Involved: Jordan Morgan
"Injury Description: Trip hazard fall resulting in bruising Department: Security Was Injured: Yes Incident Description: crane malfunction caused a fuel leak, injuring a contractor. Label: Accident Incident Date: 22 December 2024 Person Involved: Rowan Sullivan Reporter Name: Taylor Bailey Location: Electrical Bay Incident Time: 12:42"
"Incident Date: 18 April 2024 Incident Time: 00:20 Person Involved: Sydney Clark Injury Description: Concussion from falling object Location: IT Server Room Was Injured: Yes Incident Description: crane malfunction caused a steel beam to drop, injuring the operator. Reporter Name: Harper Parker Label: Accident Department: Warehouse"
"Incident Date: 08 June 2025 Incident Time: 23:25 Incident Description: Worker fell from scaffolding while welding, resulting in a fractured leg. Reporter Name: Avery Bennett Was Injured: Yes Department: Warehouse Location: Reception Area Injury Description: Concussion from falling object Person Involved: Jamie Murray Label: Accident"
Was Injured: Yes Location: Maintenance Shed Person Involved: Emerson Sullivan Department: Environmental Services Incident Time: 18:30 Incident Date: 18 July 2024 Incident Description: Exposure to high-voltage wiring led to burns. Reporter Name: Finley Lee Injury Description: Smoke inhalation from fire in electrical bay Label: Accident
Department: Procurement Incident Date: 06 May 2025 Incident Time: 01:14 Incident Description: Exposure to high-voltage wiring led to a fractured leg. Label: Accident Location: Training Room Person Involved: Sydney Clark Injury Description: Dislocated shoulder during equipment maintenance Reporter Name: Sawyer Lee Was Injured: Yes
"Incident Time: 18:56 Incident Description: Worker fell from scaffolding while repairing the hull, resulting in burns. Location: Warehouse B Department: Logistics Reporter Name: Avery Clark Label: Accident Injury Description: Burn from hot welding equipment Incident Date: 24 December 2024 Person Involved: Finley Hughes Was Injured: Yes"
"Injury Description: Minor cuts and bruises Incident Description: crane malfunction caused a steel beam to drop, injuring a contractor. Incident Time: 05:16 Incident Date: 13 April 2025 Was Injured: Yes Reporter Name: Blake Graham Label: Accident Person Involved: Taylor Bailey Department: Health & Safety Location: IT Server Room"
"Person Involved: Alex Sullivan Label: Accident Was Injured: Yes Location: Reception Area Incident Time: 04:35 Incident Date: 06 June 2024 Department: Procurement Incident Description: forklift malfunction caused electrical fire, injuring the operator. Reporter Name: Quinn Pearson Injury Description: Concussion from falling object"
"Reporter Name: Jesse Reed Incident Description: Worker fell from ladder while painting, resulting in burns. Injury Description: Trip hazard fall resulting in bruising Person Involved: Chris Morgan Incident Date: 31 March 2025 Location: Dry Dock 1 Label: Accident Incident Time: 03:35 Department: Dockyard Operations Was Injured: Yes"
"Department: Finance Incident Date: 22 March 2025 Was Injured: Yes Incident Description: forklift malfunction caused electrical fire, injuring a contractor. Person Involved: Taylor Cooper Injury Description: Smoke inhalation from fire in electrical bay Label: Accident Reporter Name: Blake Ward Incident Time: 11:37 Location: Warehouse A"
"Incident Description: crane malfunction caused a fuel leak, injuring two workers. Incident Date: 23 June 2025 Was Injured: Yes Reporter Name: Finley Parker Person Involved: Kai Lee Incident Time: 15:44 Injury Description: Fractured ankle due to fall from scaffolding Label: Accident Department: Security Location: Training Room"
"Was Injured: Yes Department: Communications Incident Date: 23 October 2024 Incident Description: Worker fell from ladder while welding, resulting in concussion. Injury Description: Back strain from improper lifting Person Involved: Kai Brown Location: Main Gate Security Reporter Name: Reese Holmes Incident Time: 04:08 Label: Accident"
"Department: Ship Maintenance Label: Accident Incident Time: 08:35 Was Injured: Yes Location: Cafeteria Reporter Name: Taylor Fisher Incident Date: 17 March 2025 Injury Description: Hearing damage from loud machinery Person Involved: Morgan Ward Incident Description: Worker fell from scaffolding while repairing the hull, resulting in a fractured leg."
"Incident Description: Worker fell from scaffolding while repairing the hull, resulting in burns. Incident Time: 22:55 Person Involved: Avery Foster Reporter Name: Riley Hughes Department: Legal Label: Accident Injury Description: Laceration from sharp metal panel Was Injured: Yes Incident Date: 24 October 2024 Location: Reception Area"
"Incident Time: 08:30 Was Injured: Yes Reporter Name: Rowan Hughes Injury Description: Puncture wound from misplaced tool Incident Date: 27 April 2024 Label: Accident Person Involved: Harper Johnson Department: Finance Location: Engineering Workshop Incident Description: Worker fell from ship deck while welding, resulting in burns."
Incident Description: Exposure to asbestos led to a fractured leg. Incident Time: 06:09 Incident Date: 27 May 2024 Reporter Name: Quinn Johnson Department: Research & Development Was Injured: Yes Location: Office - Admin Block Person Involved: Reese Davis Injury Description: Chemical burn from solvent exposure Label: Accident
"Incident Date: 14 September 2024 Incident Description: crane malfunction caused electrical fire, injuring the operator. Location: Main Gate Security Incident Time: 08:10 Person Involved: Sydney Pearson Department: Quality Assurance Label: Accident Reporter Name: Finley Lee Was Injured: Yes Injury Description: Hearing damage from loud machinery"
"Person Involved: Drew Walker Incident Date: 15 March 2025 Label: Accident Incident Description: Worker fell from ship deck while painting, resulting in burns. Injury Description: Laceration from sharp metal panel Reporter Name: Morgan Ward Was Injured: Yes Incident Time: 19:56 Department: Engineering Location: IT Server Room"
Incident Description: Exposure to high-voltage wiring led to a fractured leg. Incident Time: 17:49 Department: Customer Service Person Involved: Elliot Lee Was Injured: Yes Incident Date: 21 October 2024 Label: Accident Location: Main Gate Security Reporter Name: Cameron Graham Injury Description: Back strain from improper lifting
Was Injured: Yes Location: Reception Area Injury Description: Crush injury to hand from hydraulic press Reporter Name: Jamie Hughes Department: Logistics Incident Date: 23 May 2024 Label: Accident Incident Time: 12:07 Incident Description: Exposure to high-voltage wiring led to burns. Person Involved: Taylor Bailey
"Department: Finance Injury Description: Concussion from falling object Reporter Name: Sydney Bennett Person Involved: Logan Graham Incident Time: 01:09 Location: Dockyard North Incident Date: 27 December 2024 Incident Description: forklift malfunction caused a fuel leak, injuring two workers. Was Injured: Yes Label: Accident"
Injury Description: Trip hazard fall resulting in bruising Location: Maintenance Shed Was Injured: Yes Incident Time: 18:49 Person Involved: Chris Sullivan Reporter Name: Emerson Smith Department: Health & Safety Incident Date: 30 May 2024 Label: Accident Incident Description: Exposure to toxic fumes led to concussion.
Injury Description: Heat exhaustion from prolonged outdoor work Incident Time: 03:44 Label: Accident Reporter Name: Cameron Smith Incident Date: 01 August 2025 Location: Main Gate Security Person Involved: Harper Parker Was Injured: Yes Department: Training & Development Incident Description: Exposure to high-voltage wiring led to a fractured leg.
"Incident Date: 14 May 2024 Incident Time: 19:34 Injury Description: Eye irritation from chemical fumes Person Involved: Drew Kennedy Location: Cafeteria Was Injured: Yes Label: Accident Incident Description: forklift malfunction caused electrical fire, injuring a contractor. Department: Research & Development Reporter Name: Skyler Fisher"
Incident Description: Exposure to toxic fumes led to a fractured leg. Person Involved: Jesse Foster Injury Description: Smoke inhalation from fire in electrical bay Reporter Name: Frankie Graham Was Injured: Yes Department: Communications Location: Engineering Workshop Incident Date: 13 September 2024 Label: Accident Incident Time: 02:00
"Incident Date: 13 June 2024 Incident Time: 04:30 Location: Main Gate Security Label: Accident Reporter Name: Drew Bailey Department: Health & Safety Was Injured: Yes Injury Description: Dislocated shoulder during equipment maintenance Incident Description: crane malfunction caused electrical fire, injuring a contractor. Person Involved: Harper Payne"
"Incident Description: grinder malfunction caused a fuel leak, injuring a contractor. Department: Procurement Injury Description: Back strain from improper lifting Incident Date: 08 July 2024 Incident Time: 10:35 Was Injured: Yes Reporter Name: Quinn Holmes Label: Accident Person Involved: Elliot Lee Location: Office - Admin Block"
Incident Description: Exposure to asbestos led to concussion. Reporter Name: Emerson Ward Incident Date: 08 July 2024 Was Injured: Yes Label: Accident Injury Description: Fractured ankle due to fall from scaffolding Incident Time: 03:05 Location: Maintenance Shed Person Involved: Avery Walker Department: Security
Incident Date: 03 November 2024 Incident Description: Exposure to asbestos led to a fractured leg. Incident Time: 13:03 Label: Accident Was Injured: Yes Injury Description: Minor cuts and bruises Location: Warehouse B Department: Legal Reporter Name: Rowan Johnson Person Involved: Peyton Allen
Was Injured: Yes Label: Accident Person Involved: Logan Bailey Department: IT Injury Description: Fractured wrist from fall on wet surface Incident Description: Exposure to asbestos led to burns. Incident Time: 20:12 Location: Cafeteria Incident Date: 12 January 2025 Reporter Name: Frankie Fisher
"Label: Accident Incident Time: 01:42 Injury Description: Crush injury to hand from hydraulic press Incident Date: 02 April 2025 Department: Finance Incident Description: crane malfunction caused electrical fire, injuring the operator. Person Involved: Skyler Morgan Was Injured: Yes Reporter Name: Cameron Morgan Location: Dockyard South"
"Person Involved: Taylor Lewis Reporter Name: Finley Mitchell Label: Accident Location: Main Gate Security Department: Logistics Injury Description: Compressed air injury during maintenance Incident Time: 20:58 Incident Description: grinder malfunction caused a fuel leak, injuring the operator. Was Injured: Yes Incident Date: 03 February 2025"
"Incident Description: Worker fell from ladder while welding, resulting in a fractured leg. Reporter Name: Sydney Bennett Label: Accident Was Injured: Yes Person Involved: Taylor Pearson Incident Time: 15:11 Injury Description: Dislocated shoulder during equipment maintenance Location: Engineering Workshop Department: Security Incident Date: 15 June 2025"
"Injury Description: Foreign object in eye from grinding debris Location: Reception Area Was Injured: Yes Label: Accident Incident Description: Worker fell from scaffolding while welding, resulting in concussion. Department: Training & Development Reporter Name: Taylor Mitchell Incident Time: 08:04 Incident Date: 05 September 2024 Person Involved: Sawyer Cooper"
"Incident Date: 07 March 2024 Was Injured: Yes Label: Accident Injury Description: Burn from hot welding equipment Incident Description: Worker fell from ladder while welding, resulting in a fractured leg. Person Involved: Riley Pearson Reporter Name: Chris Payne Department: Ship Maintenance Location: Cafeteria Incident Time: 12:41"
Reporter Name: Kai Robinson Department: HR Label: Accident Incident Time: 09:09 Was Injured: Yes Incident Description: Exposure to asbestos led to burns. Location: Shipyard Pier Person Involved: Jesse Sullivan Injury Description: Foreign object in eye from grinding debris Incident Date: 21 July 2024
"Person Involved: Cameron Clark Reporter Name: Alex Murray Was Injured: Yes Department: Customer Service Incident Time: 05:14 Incident Description: forklift malfunction caused electrical fire, injuring two workers. Location: Electrical Bay Label: Accident Injury Description: Puncture wound from misplaced tool Incident Date: 23 April 2024"
Was Injured: Yes Incident Description: Exposure to toxic fumes led to concussion. Injury Description: Eye irritation from chemical fumes Incident Date: 20 June 2025 Reporter Name: Dakota Robinson Incident Time: 23:24 Department: Quality Assurance Location: Training Room Label: Accident Person Involved: Peyton Walker
"Was Injured: Yes Person Involved: Casey Mitchell Injury Description: Trip hazard fall resulting in bruising Incident Date: 26 August 2024 Label: Accident Department: HR Incident Description: Worker fell from scaffolding while welding, resulting in a fractured leg. Incident Time: 13:24 Location: Fuel Depot Reporter Name: Chris Mitchell"
"Incident Description: Worker fell from ladder while welding, resulting in concussion. Incident Date: 15 January 2024 Injury Description: Minor cuts and bruises Reporter Name: Taylor Clark Location: Fuel Depot Person Involved: Quinn Parker Was Injured: Yes Department: Finance Incident Time: 05:17 Label: Accident"
Was Injured: Yes Injury Description: Electric shock from faulty wiring Department: Engineering Incident Time: 20:53 Incident Description: Exposure to toxic fumes led to burns. Incident Date: 13 August 2025 Reporter Name: Rowan Murray Person Involved: Reese Graham Label: Accident Location: Dockyard North
"Label: Accident Incident Date: 19 August 2025 Was Injured: Yes Person Involved: Taylor Pearson Incident Description: forklift malfunction caused a fuel leak, injuring two workers. Department: Ship Maintenance Injury Description: Fractured wrist from fall on wet surface Incident Time: 12:02 Reporter Name: Casey Sullivan Location: Maintenance Shed"
"Injury Description: Burn from hot welding equipment Was Injured: Yes Location: Training Room Reporter Name: Blake Murphy Label: Accident Incident Time: 12:26 Person Involved: Drew Bennett Department: Ship Maintenance Incident Date: 05 April 2025 Incident Description: grinder malfunction caused electrical fire, injuring the operator."
"Incident Time: 16:56 Reporter Name: Logan Lewis Was Injured: Yes Incident Date: 24 October 2024 Department: Facilities Location: Training Room Person Involved: Harper Clark Injury Description: Fractured ankle due to fall from scaffolding Incident Description: crane malfunction caused a fuel leak, injuring a contractor. Label: Accident"
Person Involved: Jamie Murray Reporter Name: Taylor Lewis Was Injured: Yes Location: Cafeteria Incident Date: 17 July 2024 Incident Description: Exposure to asbestos led to burns. Incident Time: 22:14 Label: Accident Injury Description: Compressed air injury during maintenance Department: Legal
"Label: Accident Injury Description: Back strain from improper lifting Person Involved: Spencer West Incident Time: 11:34 Reporter Name: Morgan Clark Incident Date: 17 February 2025 Incident Description: forklift malfunction caused electrical fire, injuring a contractor. Department: Procurement Location: Engineering Workshop Was Injured: Yes"
"Label: Accident Was Injured: Yes Incident Time: 02:16 Injury Description: Eye irritation from chemical fumes Location: Tool Crib Incident Date: 07 April 2024 Department: Ship Maintenance Person Involved: Kai Murphy Reporter Name: Frankie Fisher Incident Description: grinder malfunction caused electrical fire, injuring a contractor."
"Person Involved: Reese Smith Label: Accident Was Injured: Yes Incident Time: 17:43 Department: HR Location: Dry Dock 1 Reporter Name: Charlie Graham Injury Description: Hearing damage from loud machinery Incident Description: Worker fell from ship deck while repairing the hull, resulting in burns. Incident Date: 07 August 2025"
"Incident Date: 23 May 2024 Person Involved: Sawyer Cooper Was Injured: Yes Incident Description: grinder malfunction caused electrical fire, injuring two workers. Label: Accident Incident Time: 14:36 Injury Description: Fractured ankle due to fall from scaffolding Department: Procurement Location: Dry Dock 2 Reporter Name: Dakota Bailey"
"Was Injured: Yes Injury Description: Compressed air injury during maintenance Incident Time: 00:10 Location: Dry Dock 2 Reporter Name: Reese Murray Label: Accident Incident Description: Worker fell from ship deck while welding, resulting in concussion. Incident Date: 26 April 2024 Person Involved: Alex Brown Department: Facilities"
"Location: Dry Dock 1 Incident Description: Worker fell from ship deck while repairing the hull, resulting in a fractured leg. Reporter Name: Rowan Kennedy Was Injured: Yes Incident Date: 04 March 2025 Injury Description: Chemical burn from solvent exposure Person Involved: Jordan Murray Label: Accident Incident Time: 02:25 Department: Customer Service"
Department: Procurement Incident Date: 21 July 2025 Location: Warehouse A Label: Accident Was Injured: Yes Incident Time: 11:36 Injury Description: Foreign object in eye from grinding debris Person Involved: Harper Walker Incident Description: Exposure to asbestos led to a fractured leg. Reporter Name: Sawyer Reed
Reporter Name: Emerson Holmes Was Injured: Yes Label: Accident Location: Cafeteria Incident Description: Exposure to toxic fumes led to a fractured leg. Department: Communications Incident Date: 20 February 2024 Person Involved: Alex Davis Incident Time: 12:18 Injury Description: Smoke inhalation from fire in electrical bay
Incident Time: 09:23 Label: Accident Was Injured: Yes Incident Date: 08 December 2024 Reporter Name: Charlie Clark Incident Description: Exposure to high-voltage wiring led to a fractured leg. Person Involved: Skyler Brown Location: Fuel Depot Injury Description: Severe abrasion from slip on deck Department: Dockyard Operations
"Injury Description: Fractured ankle due to fall from scaffolding Was Injured: Yes Location: Dockyard South Incident Description: Worker fell from ship deck while repairing the hull, resulting in a fractured leg. Label: Accident Incident Date: 31 May 2024 Person Involved: Drew Bailey Department: Quality Assurance Incident Time: 04:55 Reporter Name: Jordan Ward"
Person Involved: Emerson Bennett Incident Description: Exposure to asbestos led to a fractured leg. Injury Description: Foreign object in eye from grinding debris Reporter Name: Blake Foster Incident Time: 03:16 Department: Communications Incident Date: 30 July 2024 Location: Reception Area Was Injured: Yes Label: Accident
"Incident Time: 06:35 Location: Dockyard South Label: Accident Injury Description: Eye irritation from chemical fumes Department: Ship Maintenance Incident Date: 01 June 2025 Incident Description: crane malfunction caused a fuel leak, injuring a contractor. Was Injured: Yes Reporter Name: Cameron Brown Person Involved: Quinn Mitchell"
